"page_s";"artiste";"oeuvre";"langue";"chemin_local";"categorie";"format";"taille_octets";"taille_lisible";"utilisation_actuelle";"sources_reference";"statut";"groupe_doublon";"reference_cassee";"identifiant_propose";"portee";"chemin_cible_r2";"sha256"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/profile/introduction.mp4";"video";"mp4";"2064092";"1,97 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/leonardo-da-vinci/profile/introduction.mp4";"E737808A24115722A3FCEE5A878ADB73860DC70091A1D1E95CB2717EDDAC7B8A"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/supporters/video/leonardo-da-vinci-thanking-king-202608151400.mp4";"video";"mp4";"2125893";"2,03 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/leonardo-da-vinci/supporters/video/leonardo-da-vinci-thanking-king-202608151400.mp4";"AA5849B1076D23E2F1ACEFF9FA234F0A783DE561F82E45E6B3A7A1424F491B25"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Dame à l’hermine";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/collection/the-lady-with-an-ermine-davinci.webp";"image";"webp";"167606";"163,68 Ko";"Référencé par 3 fichier(s) source.";"content/paintings/lady-with-an-ermine.json | scripts/book-3d.js | scripts/gallery-vr.js";"reference";"";"non";"ld02";"oeuvre";"https://media.artdaci.com/artworks/ld02/images/the-lady-with-an-ermine-davinci.webp";"54E687C658197E350910D566E54F1622D1FF2A87E402A3433E24A399757C9179"
"";"Léonard de Vinci";"La Dame à l’hermine";"neutre-ou-inconnu";"assets/artists/paintings_images/davinci/davinci_lady-ermine.png";"image";"png";"2103024";"2,01 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld02";"oeuvre";"https://media.artdaci.com/artworks/ld02/images/davinci_lady-ermine.png";"DA741A4EF98A1048E0B1B70E84CD3852731A6C44A921633CBB1DAA3B25760411"
"gallery-vr.html";"Léonard de Vinci";"La Cène";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/collection/the-last-supper-davinci.webp";"image";"webp";"299318";"292,30 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld03";"oeuvre";"https://media.artdaci.com/artworks/ld03/images/the-last-supper-davinci.webp";"308C08D2E8784BF0876A02DA7190BA9986E0E2E3CAFE4719789240A478540C58"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Cène";"neutre-ou-inconnu";"assets/artists/paintings_images/davinci/davinci_last-supper.png";"image";"png";"2677028";"2,55 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/additional-16.json";"reference";"";"non";"ld03";"oeuvre";"https://media.artdaci.com/artworks/ld03/images/davinci_last-supper.png";"38249CE27EC83E11D4DE8D9FD7EF666DE3E0D83EC800D441AE6E43BC42B64056"
"gallery-vr.html";"Léonard de Vinci";"L’Annonciation";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/collection/the-annunciation-davinci.webp";"image";"webp";"283804";"277,15 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld04";"oeuvre";"https://media.artdaci.com/artworks/ld04/images/the-annunciation-davinci.webp";"CD8EA5E1496CA034803A66A8E629CADE4A5D668060C6CC143E74789325E6D84B"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"L’Annonciation";"neutre-ou-inconnu";"assets/artists/paintings_images/davinci/davinci_annunciation.png";"image";"png";"2627320";"2,51 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/additional-16.json";"reference";"";"non";"ld04";"oeuvre";"https://media.artdaci.com/artworks/ld04/images/davinci_annunciation.png";"43ADA27BE00BF937BC71C88D5579B3992D58645105AFA5B1C51FA55525CBD9D9"
"gallery-vr.html";"Léonard de Vinci";"Ginevra de’ Benci";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/collection/ginevra-de-benci.webp";"image";"webp";"184816";"180,48 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld05";"oeuvre";"https://media.artdaci.com/artworks/ld05/images/ginevra-de-benci.webp";"B2F65770B52B2209FD6E58068A24C530F03DFFDD866D98B734212E81AF445131"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"Ginevra de’ Benci";"neutre-ou-inconnu";"assets/artists/paintings_images/davinci/davinci_ginevra-de-benci.png";"image";"png";"2493938";"2,38 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/additional-16.json";"reference";"";"non";"ld05";"oeuvre";"https://media.artdaci.com/artworks/ld05/images/davinci_ginevra-de-benci.png";"5CB8CE8E7E9DDD0C5E1F524E9F650E89E03E75DC9D1DC60A6DAEF1DD95D80764"
"";"Léonard de Vinci";"La Belle Ferronnière";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/collection/la-belle-ferronnière-davinci.png";"image";"png";"2311727";"2,20 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld06";"oeuvre";"https://media.artdaci.com/artworks/ld06/images/la-belle-ferronnière-davinci.png";"2499E5D999C76E71A38006AC302DE5087BABD8347C441CA8272E5D5D6BB9CB74"
"gallery-vr.html";"Léonard de Vinci";"La Belle Ferronnière";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/collection/la-belle-ferronnière-davinci.webp";"image";"webp";"280088";"273,52 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld06";"oeuvre";"https://media.artdaci.com/artworks/ld06/images/la-belle-ferronnière-davinci.webp";"4F785596C38E9532BC98BE69A3633876E2C3B6D461166C4BCDBCF60D9D34E576"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Belle Ferronnière";"neutre-ou-inconnu";"assets/artists/paintings_images/davinci/davinci_belle-ferronnière.png";"image";"png";"1953007";"1,86 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/additional-16.json";"reference";"";"non";"ld06";"oeuvre";"https://media.artdaci.com/artworks/ld06/images/davinci_belle-ferronnière.png";"A40508C3566DA5FA7430BEA3B60DDD5B698CB0701D4B9D51CE0943C0703BED21"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | print-monet-impression-sunrise-fr.html | print-monet-impression-sunrise.html | space.html | vr.html";"Claude Monet";"Impression, soleil levant";"neutre-ou-inconnu";"assets/artists/claude-monet/artworks/impression-sunrise/media/le-hack-neurologique-du-soleil-de-monet.mp3";"audio";"mp3";"1664800";"1,59 Mo";"Référencé par 3 fichier(s) source.";"content/paintings/monet-impression-sunrise.json | print-monet-impression-sunrise-fr.html | print-monet-impression-sunrise.html";"reference";"";"non";"mo01";"oeuvre";"https://media.artdaci.com/artworks/mo01/audio/le-hack-neurologique-du-soleil-de-monet.mp3";"1C34FB7FBA02D34B325F8AE8DD213101B0C074F2857F87A0AFD29256C4083B42"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | print-monet-impression-sunrise-fr.html | print-monet-impression-sunrise.html | space.html | vr.html";"Claude Monet";"Impression, soleil levant";"neutre-ou-inconnu";"assets/artists/claude-monet/artworks/impression-sunrise/media/monet-s-optical-illusion-that-birthed-impressionism.mp3";"audio";"mp3";"2389037";"2,28 Mo";"Référencé par 3 fichier(s) source.";"content/paintings/monet-impression-sunrise.json | print-monet-impression-sunrise-fr.html | print-monet-impression-sunrise.html";"reference";"";"non";"mo01";"oeuvre";"https://media.artdaci.com/artworks/mo01/audio/monet-s-optical-illusion-that-birthed-impressionism.mp3";"859D6F54F816EB975E040C72D9046ABC91F3CD8089F3C10D0E7FC69C578B4283"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | print-monet-impression-sunrise-fr.html | print-monet-impression-sunrise.html | space.html | vr.html";"Claude Monet";"Impression, soleil levant";"ar";"assets/artists/claude-monet/artworks/impression-sunrise/media/خدعة-الشمس-النابضة-وسر-تسمية-الانطباعية.mp3";"audio";"mp3";"2214884";"2,11 Mo";"Référencé par 4 fichier(s) source.";"content/paintings/monet-impression-sunrise.json | print-monet-impression-sunrise-fr.html | print-monet-impression-sunrise.html | scripts/print-ar.js";"reference";"";"non";"mo01";"oeuvre";"https://media.artdaci.com/artworks/mo01/audio/ar/خدعة-الشمس-النابضة-وسر-تسمية-الانطباعية.mp3";"6B9D3AD7F749CB3E2297E31C60D45DF3CC3933BACB2D40A8D283AC36BC4D9199"
"gallery-vr.html";"Claude Monet";"Impression, soleil levant";"neutre-ou-inconnu";"assets/artists/claude-monet/artworks/impression-sunrise/images/woman-with-a-parasol-claude-monet.png";"image";"png";"2723589";"2,60 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01";"oeuvre";"https://media.artdaci.com/artworks/mo01/images/woman-with-a-parasol-claude-monet.png";"39B2369BDA7B8A55EE487411E5682FB262F5050B2E2453D8DF68FB8F1E9C897B"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | print-monet-impression-sunrise-fr.html | print-monet-impression-sunrise.html | print-target-fr.html | print-target.html | print-van-gogh-bedroom-fr.html | print-van-gogh-bedroom.html | print-van-gogh-fr.html | print-van-gogh.html | print-vermeer-girl-with-a-pearl-earring-fr.html | print-vermeer-girl-with-a-pearl-earring.html | space.html | vr.html";"Claude Monet";"Impression, soleil levant";"neutre-ou-inconnu";"assets/artists/claude-monet/collection/impression-sunrise-monet.png";"image";"png";"2493434";"2,38 Mo";"Référencé par 5 fichier(s) source.";"content/paintings/monet-impression-sunrise.json | print-monet-impression-sunrise-fr.html | print-monet-impression-sunrise.html | scripts/painting-museum.js | scripts/print-ar.js";"reference";"";"non";"mo01";"oeuvre";"https://media.artdaci.com/artworks/mo01/images/impression-sunrise-monet.png";"2DF55A3C0CD0C7A9E450FB370556B9FE2F8C2676717671C49E2D2942E2B26E4B"
"ar.html | book-3d.html | compile-target.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Claude Monet";"Impression, soleil levant";"neutre-ou-inconnu";"assets/artists/claude-monet/collection/impression-sunrise-monet.webp";"image";"webp";"216630";"211,55 Ko";"Référencé par 4 fichier(s) source.";"compile-target.html | content/paintings/monet-impression-sunrise.json | scripts/book-3d.js | scripts/gallery-vr.js";"reference";"";"non";"mo01";"oeuvre";"https://media.artdaci.com/artworks/mo01/images/impression-sunrise-monet.webp";"499F81824359A0949759AD7C3381D1399182149B94B960D8325A3870EBEE4100"
"";"Claude Monet";"Impression, soleil levant";"neutre-ou-inconnu";"assets/artists/paintings_images/monet/monet_impression-sunrise.png";"image";"png";"2507913";"2,39 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"mo01";"oeuvre";"https://media.artdaci.com/artworks/mo01/images/monet_impression-sunrise.png";"0ADBBBC8F791FDA02ADD70714FA1D993929F1C2F4D6F543FB04B08812F77EEE8"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Claude Monet";"Impression, soleil levant";"neutre-ou-inconnu";"assets/animations/artdaci-Impression_Sunrise_animation.mp4";"video";"mp4";"2320528";"2,21 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/monet-impression-sunrise.json";"reference";"";"non";"mo01";"oeuvre";"https://media.artdaci.com/artworks/mo01/videos/artdaci-Impression_Sunrise_animation.mp4";"3EB7057573F45EEB2278FB9D5887F7201030248588DCB3E799FC8B83AA4AF6DC"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/artists/claude-monet/supporters/audio/le-marchand-qui-a-sauvé-l-impressionnisme.mp3";"audio";"mp3";"6847600";"6,53 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/supporters/audio/le-marchand-qui-a-sauvé-l-impressionnisme.mp3";"E6EA91D02589D077EBC02DF05CD94036C1A4213D09EA389BC71A5A986290B455"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/artists/claude-monet/supporters/audio/the-man-who-bankrolled-impressionism.mp3";"audio";"mp3";"5612257";"5,35 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/supporters/audio/the-man-who-bankrolled-impressionism.mp3";"91BCBAE946FCC5DDA5B158031604075EC63C348DB8712C27A695F13DD2F43FDD"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"ar";"assets/artists/claude-monet/supporters/audio/التاجر-الذي-أنقذ-الانطباعية-من-الانتحار.mp3";"audio";"mp3";"16140203";"15,39 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/supporters/audio/التاجر-الذي-أنقذ-الانطباعية-من-الانتحار.mp3";"5CF168C83767D8BC81C4B9BD9CC67B5C2E1460D7994E4420BED272F990420303"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/artists/claude-monet/supporters/music/monet-paul-durand-ruel-au-delà-des-lourdes-portes.mp3";"audio";"mp3";"729562";"712,46 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/supporters/music/monet-paul-durand-ruel-au-delà-des-lourdes-portes.mp3";"3B0445AEC65F247A3A399C85E6C551651D09DE101339ED940EA88E65D04CBE09"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/artists/claude-monet/supporters/music/monet-paul-durand-ruel-jagged-line.mp3";"audio";"mp3";"743355";"725,93 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/supporters/music/monet-paul-durand-ruel-jagged-line.mp3";"7111C693C950BB79858D860537CDAC9BA4D9A40E0645AAC07FED02EDC01A5118"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"ar";"assets/artists/claude-monet/supporters/music/monet-paul-durand-ruel-يا-خير-سند.mp3";"audio";"mp3";"744609";"727,16 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/supporters/music/monet-paul-durand-ruel-يا-خير-سند.mp3";"4F4092D306068925AB34ACAB75F5755A2BB7EDB74DCDCA013A452F88CD11D1B3"
"";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/targets/Orsay_museum.mind";"cible-ar";"mind";"857111";"837,02 Ko";"Référencé par 1 fichier(s) source.";"content/museums/orsay.json";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/targets/Orsay_museum.mind";"57AA7DA16078AB50A98A16FCE20AF7F74A86CF604529C1D9BCF7A6A3E1FAC282"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/artists/claude-monet/collection/woman-with-a-parasol-claude-monet.png";"image";"png";"3230425";"3,08 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/collection/woman-with-a-parasol-claude-monet.png";"7FE3FC4A22AD3D5AA060C8ADB9A5F16077E5BB0CA70FCEBDA73235BDF3AF281B"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/artists/claude-monet/profile/portrait.png";"image";"png";"2827103";"2,70 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/profile/portrait.png";"E7F0C07858709A19D25EB25D3179E7BEED1E63A8A4EAC43695B6DEA24E32A197"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/artists/claude-monet/reimagined/images/monet-paul-durand-ruel.png";"image";"png";"9755174";"9,30 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"doublon-binaire";"D001";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/reimagined/images/monet-paul-durand-ruel.png";"0157685DF0C6BDC5964665A1CC60D6D6AF2426A4B3FA35FD4301FEAAE2FF8F0A"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/artists/claude-monet/supporters/images/monet-paul-durand-ruel-2.jpg";"image";"jpg";"1372340";"1,31 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/supporters/images/monet-paul-durand-ruel-2.jpg";"2327C555D4FB20BAD5C091B75792C59545DCD36CA987CA6D86F6446ECBE3EF89"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/artists/claude-monet/supporters/images/monet-paul-durand-ruel.png";"image";"png";"9755174";"9,30 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"doublon-binaire";"D001";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/supporters/images/monet-paul-durand-ruel.png";"0157685DF0C6BDC5964665A1CC60D6D6AF2426A4B3FA35FD4301FEAAE2FF8F0A"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"ar";"assets/artists/claude-monet/supporters/timelines/monet-and-durand-ruel-an-impressionist-partnership-ar.png";"image";"png";"2891816";"2,76 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/supporters/timelines/monet-and-durand-ruel-an-impressionist-partnership-ar.png";"C90919DF14DF8021069CB31F6171C1DDF94607E9844F2A9901C3B0896DEA3C5F"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"en";"assets/artists/claude-monet/supporters/timelines/monet-and-durand-ruel-an-impressionist-partnership-en.png";"image";"png";"2968031";"2,83 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/supporters/timelines/monet-and-durand-ruel-an-impressionist-partnership-en.png";"6618A5EC7B4A1ABB1FFE6E8FE2902DF227A3404A5605B67A2DFF801BE395EC8E"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"fr";"assets/artists/claude-monet/supporters/timelines/monet-and-durand-ruel-an-impressionist-partnership-fr.png";"image";"png";"3138524";"2,99 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/supporters/timelines/monet-and-durand-ruel-an-impressionist-partnership-fr.png";"86B7B9420666712C176B707DD43FB373A278F18E0EA06A38B8C6A2970AACA1F7"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"ar";"assets/artists/paintings_images/monet/6_masterpieces/monet_6_masterpieces_ar.png";"image";"png";"2539321";"2,42 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/monet/6_masterpieces/monet_6_masterpieces_ar.png";"07BD372339086CFFF91627FDD6B19B4634D2581F5C861540AFD8CE0E82E2A7DA"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"en";"assets/artists/paintings_images/monet/6_masterpieces/monet_6_masterpieces_en.png";"image";"png";"2624093";"2,50 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/monet/6_masterpieces/monet_6_masterpieces_en.png";"EF250663F5CF20B3ABB1A29B2EB281FBEC9D2C66959286C76A4A15CEA635CF8E"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"fr";"assets/artists/paintings_images/monet/6_masterpieces/monet_8_masterpieces_fr.png";"image";"png";"2670447";"2,55 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/monet/6_masterpieces/monet_8_masterpieces_fr.png";"9C57182DCC80F9D076F2D7FE42469054DE03CE0001290E7CC3C763B8EB1CBE89"
"";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/artists/paintings_images/monet/monet_6_paintings.png";"image";"png";"2871524";"2,74 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/monet/monet_6_paintings.png";"A6932657D6FDB7E9409A6A1CA84381328D3B98CD1AD37FBDBB02514DCA1EA0D1"
"";"Claude Monet";"transversal Monet/Orsay";"ar";"assets/environments/gallery/images/Orsay/orsay_building_plan/orsay_building_plan_ar.png";"image";"png";"2793025";"2,66 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Orsay/orsay_building_plan/orsay_building_plan_ar.png";"2559218584AF650BAEA335B14D4B7EF6BC28E2D1AB8E51D40F04DA3289DA5067"
"";"Claude Monet";"transversal Monet/Orsay";"en";"assets/environments/gallery/images/Orsay/orsay_building_plan/orsay_building_plan_en.png";"image";"png";"2827517";"2,70 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Orsay/orsay_building_plan/orsay_building_plan_en.png";"B4921BE7D01C204D8C17CBF1ECAAF46B029321F996632E8AFB1F930F1118DFD9"
"";"Claude Monet";"transversal Monet/Orsay";"fr";"assets/environments/gallery/images/Orsay/orsay_building_plan/orsay_building_plan_fr.png";"image";"png";"2503229";"2,39 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Orsay/orsay_building_plan/orsay_building_plan_fr.png";"58563DC91BF0DD26673AA923EC7CAE2EE977E896919E1246D376AD8C8D41F739"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/environments/gallery/images/Orsay/orsay_building_plan/orsay_façade.png";"image";"png";"2466916";"2,35 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Orsay/orsay_building_plan/orsay_façade.png";"45FA3DF6FB7A81357F11B81C17EF36A9AC78E673DE50D5EDEC7A61A4A4DAE8B2"
"";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/environments/gallery/images/Orsay/orsay_building_plan/Orsay_museum_legende.png";"image";"png";"2828286";"2,70 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Orsay/orsay_building_plan/Orsay_museum_legende.png";"51189AF2A68E3D80B1C7906B0C5690E7A692D799F712168A50BD69F659984BE5"
"";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/environments/gallery/images/Orsay/orsay_building_plan/Orsay_museum.png";"image";"png";"3196699";"3,05 Mo";"Référencé par 1 fichier(s) source.";"content/museums/orsay.json";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Orsay/orsay_building_plan/Orsay_museum.png";"ECD72F557DBB7B7F2FFDD1F744881A3E878D87EA78CA8E5683D243B0F7A1130B"
"";"Claude Monet";"transversal Monet/Orsay";"ar";"assets/environments/gallery/images/Orsay/orsay_timeline/orsay_timeline_ar.png";"image";"png";"2686290";"2,56 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Orsay/orsay_timeline/orsay_timeline_ar.png";"3432862BF3A5FC47757C4ACCFBC21A191C8B90934E7E06EC935AC451549932D5"
"";"Claude Monet";"transversal Monet/Orsay";"en";"assets/environments/gallery/images/Orsay/orsay_timeline/orsay_timeline_en.png";"image";"png";"2733485";"2,61 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Orsay/orsay_timeline/orsay_timeline_en.png";"D4EE64C3AD928A3C5278193703A19A86D89DE9D2A8661F23B0631EB44C3FD75B"
"";"Claude Monet";"transversal Monet/Orsay";"fr";"assets/environments/gallery/images/Orsay/orsay_timeline/orsay_timeline_fr.png";"image";"png";"2626678";"2,50 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Orsay/orsay_timeline/orsay_timeline_fr.png";"C252E97024D617A892B659BC40B6E56FEA6DF361468AF94D2BE2D9D752E11792"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/artists/claude-monet/reimagined/models/claude-monet-pauld-durand-ruel-c.glb";"modele-3d";"glb";"10123380";"9,65 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/reimagined/models/claude-monet-pauld-durand-ruel-c.glb";"082F53AD1C76404620158FC4C0548C6176963824EB4C5072034758F135F79240"
