"page_s";"artiste";"oeuvre";"langue";"chemin_local";"categorie";"format";"taille_octets";"taille_lisible";"utilisation_actuelle";"sources_reference";"statut";"groupe_doublon";"reference_cassee";"identifiant_propose";"portee";"chemin_cible_r2";"sha256"
"ar.html | book-3d.html | compile-target.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | print-vermeer-girl-with-a-pearl-earring-fr.html | print-vermeer-girl-with-a-pearl-earring.html | space.html | vr.html";"Johannes Vermeer";"La Jeune Fille à la perle";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/artworks/girl-with-a-pearl-earring/images/vermeer-girl-with-a-pearl-earring.jpg";"image";"jpg";"33883";"33,09 Ko";"Référencé par 5 fichier(s) source.";"compile-target.html | content/paintings/vermeer-girl-with-a-pearl-earring.json | print-vermeer-girl-with-a-pearl-earring-fr.html | print-vermeer-girl-with-a-pearl-earring.html | scripts/print-ar.js";"reference";"";"non";"ve01";"oeuvre";"https://media.artdaci.com/artworks/ve01/images/vermeer-girl-with-a-pearl-earring.jpg";"C3DD393B2FF8282B44E8EFA909E26141C84AC8FDE2C8B99F8D07F11015F86A6A"
"gallery-vr.html";"Johannes Vermeer";"La Jeune Fille à la perle";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/collection/girl-with-a-pearl-earring-vermeer.webp";"image";"webp";"199702";"195,02 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ve01";"oeuvre";"https://media.artdaci.com/artworks/ve01/images/girl-with-a-pearl-earring-vermeer.webp";"04CC225B24165FDB7B1B012D1858632D667255755906542BCFA8F5333E50AB50"
"";"Johannes Vermeer";"La Jeune Fille à la perle";"neutre-ou-inconnu";"assets/artists/paintings_images/vermeer/vermeer_girl-pearl-earring.png";"image";"png";"2313757";"2,21 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ve01";"oeuvre";"https://media.artdaci.com/artworks/ve01/images/vermeer_girl-pearl-earring.png";"EE537EAE375CA65FD104C9A38EE3AC09C66019C1D7F800675CE2E0128D57AC20"
"print-vermeer-girl-with-a-pearl-earring.html";"Johannes Vermeer";"La Jeune Fille à la perle";"ar";"assets/qr/vermeer-girl-pearl-ar-en.png";"image";"png";"1293";"1,26 Ko";"Référencé par 1 fichier(s) source.";"print-vermeer-girl-with-a-pearl-earring.html";"reference";"";"non";"ve01";"oeuvre";"https://media.artdaci.com/artworks/ve01/images/vermeer-girl-pearl-ar-en.png";"78E00B9A5A85251F1CE004974830A760EB51BDCB5E9E1A04EDE336F6DF4BBA39"
"print-vermeer-girl-with-a-pearl-earring-fr.html";"Johannes Vermeer";"La Jeune Fille à la perle";"ar";"assets/qr/vermeer-girl-pearl-ar-fr.png";"image";"png";"1261";"1,23 Ko";"Référencé par 1 fichier(s) source.";"print-vermeer-girl-with-a-pearl-earring-fr.html";"reference";"";"non";"ve01";"oeuvre";"https://media.artdaci.com/artworks/ve01/images/vermeer-girl-pearl-ar-fr.png";"8A263BA4D3723E5770D314B3E5E6CB9A43DBF631233FCEDD50F6BC10A39E3BE7"
"print-vermeer-girl-with-a-pearl-earring.html";"Johannes Vermeer";"La Jeune Fille à la perle";"en";"assets/qr/vermeer-girl-pearl-audio-en.png";"image";"png";"1660";"1,62 Ko";"Référencé par 1 fichier(s) source.";"print-vermeer-girl-with-a-pearl-earring.html";"reference";"";"non";"ve01";"oeuvre";"https://media.artdaci.com/artworks/ve01/images/vermeer-girl-pearl-audio-en.png";"D7F47AED600DE19476425813749F6F5631C4562E1C0829B88CF4208F43C799D1"
"print-vermeer-girl-with-a-pearl-earring-fr.html";"Johannes Vermeer";"La Jeune Fille à la perle";"fr";"assets/qr/vermeer-girl-pearl-audio-fr.png";"image";"png";"1651";"1,61 Ko";"Référencé par 1 fichier(s) source.";"print-vermeer-girl-with-a-pearl-earring-fr.html";"reference";"";"non";"ve01";"oeuvre";"https://media.artdaci.com/artworks/ve01/images/vermeer-girl-pearl-audio-fr.png";"03A9F4F9F79A914F10168FE061D2F2D695D889CDB5B8B9472B56B3EDA77A0EF7"
"print-vermeer-girl-with-a-pearl-earring.html";"Johannes Vermeer";"La Jeune Fille à la perle";"en";"assets/qr/vermeer-girl-pearl-space-en.png";"image";"png";"1289";"1,26 Ko";"Référencé par 1 fichier(s) source.";"print-vermeer-girl-with-a-pearl-earring.html";"reference";"";"non";"ve01";"oeuvre";"https://media.artdaci.com/artworks/ve01/images/vermeer-girl-pearl-space-en.png";"8EDD783972E79EC06B7C7F5195BD8F9589B12E110CA3F12D12E30BC15024BDA0"
"print-vermeer-girl-with-a-pearl-earring-fr.html";"Johannes Vermeer";"La Jeune Fille à la perle";"fr";"assets/qr/vermeer-girl-pearl-space-fr.png";"image";"png";"1297";"1,27 Ko";"Référencé par 1 fichier(s) source.";"print-vermeer-girl-with-a-pearl-earring-fr.html";"reference";"";"non";"ve01";"oeuvre";"https://media.artdaci.com/artworks/ve01/images/vermeer-girl-pearl-space-fr.png";"EE28F726C5D5B5D2BE3DB8F2CF6915ED16A0097A6B572479A691918004AF8948"
"gallery-vr.html";"Johannes Vermeer";"La Jeune Fille à la perle";"neutre-ou-inconnu";"assets/shared/reimagined-gallery/vermeer_Girl-with-a-Pearl-Earring_sitting.png";"image";"png";"1027674";"1 003,59 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"doublon-binaire";"D003";"non";"ve01";"oeuvre";"https://media.artdaci.com/artworks/ve01/images/vermeer_Girl-with-a-Pearl-Earring_sitting.png";"46CF037867FAD178F7B5FA756BD269CF9E20C3BC5030D35139B2B2F7D4F7587E"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Johannes Vermeer";"La Jeune Fille à la perle";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/artworks/girl-with-a-pearl-earring/models/vermeer-girl-with-a-pearl-earring-sitting-c.glb";"modele-3d";"glb";"8916276";"8,50 Mo";"Référencé par 2 fichier(s) source.";"content/paintings/vermeer-girl-with-a-pearl-earring.json | scripts/gallery-vr.js";"reference";"";"non";"ve01";"oeuvre";"https://media.artdaci.com/artworks/ve01/models/vermeer-girl-with-a-pearl-earring-sitting-c.glb";"E3171F1557F83D5AE940D5D6A5BF11786F40FD30ACB19BDFDA3E9C1B4B1B0CF9"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Johannes Vermeer";"La Jeune Fille à la perle";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/artworks/girl-with-a-pearl-earring/models/vermeer-girl-with-a-pearl-earring.glb";"modele-3d";"glb";"2320252";"2,21 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/vermeer-girl-with-a-pearl-earring.json";"reference";"";"non";"ve01";"oeuvre";"https://media.artdaci.com/artworks/ve01/models/vermeer-girl-with-a-pearl-earring.glb";"A8A1553DE82644A8A21CFB19A2DD2F9E04F6316D216FDBE6C346C4C3710AF878"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Johannes Vermeer";"La Jeune Fille à la perle";"neutre-ou-inconnu";"assets/animations/artdaci-girl-pearl-earring_animation.mp4";"video";"mp4";"2278927";"2,17 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/vermeer-girl-with-a-pearl-earring.json";"reference";"";"non";"ve01";"oeuvre";"https://media.artdaci.com/artworks/ve01/videos/artdaci-girl-pearl-earring_animation.mp4";"361CF305F0119CE688F6CD6D10C8E6C4AF89AD5A414957621FDF545BCB2457E2"
"";"Johannes Vermeer";"transversal Vermeer/Mauritshuis";"neutre-ou-inconnu";"assets/targets/Mauritshuis_museum.mind";"cible-ar";"mind";"810234";"791,24 Ko";"Référencé par 1 fichier(s) source.";"content/museums/mauritshuis.json";"reference";"";"non";"ve01-ve06";"transversal-artiste";"https://media.artdaci.com/shared/targets/Mauritshuis_museum.mind";"4A2A815CB658450AE4506926C3326E4044A8A71BB12B2C0F060B79F6E3C606D0"
"gallery-vr.html";"Johannes Vermeer";"transversal Vermeer/Mauritshuis";"ar";"assets/artists/paintings_images/vermeer/6_masterpices/vermeer_6_masterpieces_ar.png";"image";"png";"2341364";"2,23 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ve01-ve06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/vermeer/6_masterpices/vermeer_6_masterpieces_ar.png";"A2C4D27A65B9ABB3A8934C99E688BCA45CFEABE7262ED4E0EA198164E59348ED"
"gallery-vr.html";"Johannes Vermeer";"transversal Vermeer/Mauritshuis";"en";"assets/artists/paintings_images/vermeer/6_masterpices/vermeer_6_masterpieces_en.png";"image";"png";"2500328";"2,38 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ve01-ve06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/vermeer/6_masterpices/vermeer_6_masterpieces_en.png";"A0072F12FD533E320C1545B294DE26E4F59EFB2B0BCEE250942BDA3D09934B6A"
"gallery-vr.html";"Johannes Vermeer";"transversal Vermeer/Mauritshuis";"fr";"assets/artists/paintings_images/vermeer/6_masterpices/vermeer_6_masterpieces_fr.png";"image";"png";"2491502";"2,38 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ve01-ve06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/vermeer/6_masterpices/vermeer_6_masterpieces_fr.png";"4D480D56DC2A39D67E3C6DFA989F8AB8A553CFC05B88BBF31951B3CF149A65B0"
"";"Johannes Vermeer";"transversal Vermeer/Mauritshuis";"neutre-ou-inconnu";"assets/artists/paintings_images/vermeer/vermeer_6_paintings.png";"image";"png";"2120838";"2,02 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ve01-ve06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/vermeer/vermeer_6_paintings.png";"14B6F1ED408B158F720BA52BA8E4F20837F64D8C8D79F415FD6BAAEE028F0E98"
"";"Johannes Vermeer";"transversal Vermeer/Mauritshuis";"ar";"assets/environments/gallery/images/Mauritshuis/Mauritshuis_building_plan/Mauritshuis_building_plan_ar.png";"image";"png";"2665799";"2,54 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ve01-ve06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Mauritshuis/Mauritshuis_building_plan/Mauritshuis_building_plan_ar.png";"25CD5C83B8CDF8CF4A7DFBE1B657E1B9DFEC548305136341EAF98A2611BB1BC1"
"";"Johannes Vermeer";"transversal Vermeer/Mauritshuis";"en";"assets/environments/gallery/images/Mauritshuis/Mauritshuis_building_plan/Mauritshuis_building_plan_en.png";"image";"png";"2471760";"2,36 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ve01-ve06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Mauritshuis/Mauritshuis_building_plan/Mauritshuis_building_plan_en.png";"250FAE20D00656DD7A126F1BC60C76E5169AF772B43DC5949F9BFE799FB488D9"
"";"Johannes Vermeer";"transversal Vermeer/Mauritshuis";"fr";"assets/environments/gallery/images/Mauritshuis/Mauritshuis_building_plan/Mauritshuis_building_plan_fr.png";"image";"png";"2329838";"2,22 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ve01-ve06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Mauritshuis/Mauritshuis_building_plan/Mauritshuis_building_plan_fr.png";"78AC9EC643A82F59B0AD798877699E1C419ACFF2054E735833962E9DB7176C61"
"gallery-vr.html";"Johannes Vermeer";"transversal Vermeer/Mauritshuis";"neutre-ou-inconnu";"assets/environments/gallery/images/Mauritshuis/Mauritshuis_building_plan/Mauritshuis_façade.png";"image";"png";"2568508";"2,45 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ve01-ve06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Mauritshuis/Mauritshuis_building_plan/Mauritshuis_façade.png";"BA45E1959235AD49CC93387CAAB94D2F4DBBFDE4327FCD12B63EF5AED07DF434"
"";"Johannes Vermeer";"transversal Vermeer/Mauritshuis";"neutre-ou-inconnu";"assets/environments/gallery/images/Mauritshuis/Mauritshuis_building_plan/Mauritshuis_museum_legende.png";"image";"png";"2648138";"2,53 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ve01-ve06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Mauritshuis/Mauritshuis_building_plan/Mauritshuis_museum_legende.png";"DB9E4EBB093AD8970A76A633627A857ED2D27B0A445F77803659D93DAAF9FF56"
"";"Johannes Vermeer";"transversal Vermeer/Mauritshuis";"neutre-ou-inconnu";"assets/environments/gallery/images/Mauritshuis/Mauritshuis_building_plan/Mauritshuis_museum.png";"image";"png";"3002758";"2,86 Mo";"Référencé par 1 fichier(s) source.";"content/museums/mauritshuis.json";"reference";"";"non";"ve01-ve06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Mauritshuis/Mauritshuis_building_plan/Mauritshuis_museum.png";"F560D6DC0C8A4EF7079CF917C2E2D1D31F82B99B2D0FD0B91B77DB2489EBFFAC"
